,Planet Radius Value,Stellar Mass,Orbital Period Value,Star Radius Value,Effective Temperature Value,J mag,V mag,TIC Declination,Effective Stellar Flux Value,mass_flag,pl_masses,Ars,K_amp,TSM,Full TOI ID
1689,1.44,0.91,3.38353807,0.88,5462,12.869,,43.279873,337.9748838,0,2.6691,10.4473866,1.212822965,0.875071929,Kepler-605 b
1690,0.86,0.91,2.35895152,0.88,5462,12.869,,43.279873,546.7059868,0,0.5663,8.21434548,0.290199379,0.99080289,Kepler-605 c
1691,0.87,0.84,0.6381632,0.8,5196,12.965,,44.632381,2230.810406,0,0.5903,3.680047647,0.493355367,1.619146052,Kepler-607 b
1692,1.6,0.94,40.8365012,0.92,5578,12.873,,40.572396,14.20281432,0,3.1927,53.15159517,0.618928601,2.751706354,Kepler-1277 b
1693,2.74,,9.926746,1.01,5479,12.892,,45.592876,,0,7.9677,,,,Kepler-192 b
1694,2.79,,21.2234,1.01,5479,12.892,,45.592876,,0,8.2164,,,,Kepler-192 c
1695,1.02,,6.47027579,1.01,5479,12.892,,45.592876,,0,1.0432,,,,Kepler-192 d
1696,1.22,0.8,16.301259,0.75,4870,13.055,,44.552753,20.77709543,0,1.9804,33.49746893,0.580590236,0.451300293,Kepler-1223 b
1697,1.7,1.01,6.91134416,1.2,5695,12.84,,48.811619,267.3464663,0,3.5393,12.77017123,1.182404673,3.700989145,Kepler-848 b
1698,0.79,0.84,0.53991524,0.81,5254,12.946,,40.574927,2987.752765,0,0.4179,3.251279429,0.369284859,1.812760329,Kepler-1566 b
1699,1.49,0.28,4.83817712,0.3,3208,13.285,,41.158613,6.366003804,0,2.8286,26.25921628,2.503164814,2.40755846,Kepler-1582 b
1700,1.44,0.91,0.67933627,0.88,5549,12.912,,40.740123,3062.327,0,2.6691,3.58220269,2.071219693,1.488454409,Kepler-1310 b
1701,3.22,1.05,17.4211749,0.98,5741,12.803,,45.016888,52.30471855,0,10.4836,29.3393945,2.507700191,8.749071522,Kepler-648 b
1702,3.54,1.04,87.9732136,1.12,5884,12.807,,40.293136,8.756660609,0,12.3157,75.32212382,1.728106777,4.837500208,Kepler-1316 b
1703,1.51,0.94,16.22371307,0.92,5590,12.901,,38.145265,49.04995643,0,2.8934,28.72438841,0.76299848,3.434698891,Kepler-1194 b
1704,2.57,,3.162697,1.11,5821,12.859,,41.388039,,0,7.1456,,,,Kepler-203 b
1705,2.47,,5.370647,1.11,5821,12.859,,41.388039,,0,6.6794,,,,Kepler-203 c
1706,1.44,,11.32972,1.11,5821,12.859,,41.388039,,0,2.6691,,,,Kepler-203 d
1707,1.61,0.75,6.92101021,0.7,4651,13.131,,42.165787,49.25866005,0,3.2267,19.84256766,1.313948774,5.806653495,Kepler-1048 b
1708,1.1,0.8,4.16959,,,13.06,14.867,6.134857,,0,1.367,,,,EPIC 201841433 b
1709,2.13,,8.594805,0.94,5678,12.871,,41.237465,,0,5.1928,,,,Kepler-200 b
1710,1.59,,10.222157,0.94,5678,12.871,,41.237465,,0,3.1589,,,,Kepler-200 c
1711,1.75,1.21,6.42200058,1.34,6247,12.761,,44.087376,471.8959364,0,3.7181,11.56555241,1.128473131,3.684065525,Kepler-1100 b
1712,2.7,1.01,23.58447697,1.24,5747,12.852,,47.834614,57.62269439,0,7.7709,28.01122495,1.724376802,4.285557196,Kepler-811 b
1713,1.11,0.95,4.79028459,0.93,5612,12.867,,49.23748,257.1424082,0,1.412,12.64430488,0.555242079,0.63412829,Kepler-1117 b
1714,1.23,,6.668391,0.55,4208,13.24,,44.545963,,0,2.0417,,,,Kepler-252 b
1715,2.15,,10.848463,0.55,4208,13.24,,44.545963,,0,5.2759,,,,Kepler-252 c
1716,1.72,1.09,47.449955,1.12,6026,12.849,,47.075844,21.26449798,0,3.6104,50.69640638,0.603174404,2.281340244,Kepler-1397 b
1717,7.14,1.1,8.02511821,1.26,6007,12.899,,41.664039,282.4072845,0,40.5921,13.82368421,12.18839258,19.52722802,Kepler-494 b
1718,1.39,,12.509529,1.22,5949,12.801,,38.735691,,0,2.5135,,,,Kepler-377 b
1719,2.06,,27.014976,1.22,5949,12.801,,38.735691,,0,4.906,,,,Kepler-377 c
1720,9.98,1.01,3.3118644,0.94,5460,12.905,,48.577454,369.6153091,1,327.35,9.98290177,139.7519139,12.67274388,Kepler-424 b
1721,1.68,1.17,23.2382792,1.29,6064,12.713,,43.179798,71.48062054,0,3.4688,28.00081782,0.701301145,2.40435475,Kepler-1511 b
1722,11.43,1.04,3.7681,1.59,5740,13.174,15.46,-6.612234,1066.4922,1,772.29,6.495183586,309.7190338,3.247603873,CoRoT-17 b
1723,1.26,1.41,6.10826019,1.65,6620,12.779,,45.930908,871.0940583,0,2.1271,9.559384736,0.592815896,0.276335997,Kepler-1618 b
1724,3.88,0.44,10.134016,0.42,3548,13.312,,18.976685,5.153755107,0,14.3936,35.69865231,7.36530892,26.90170705,K2-95 b
1725,3.71,,31.158799,1.21,5948,12.739,,38.71023,,0,13.338,,,,Kepler-146 b
1726,3.13,,76.732171,1.21,5948,12.739,,38.71023,,0,9.9903,,,,Kepler-146 c
1727,2.53,,14.400974,1.24,5812,12.846,,41.761925,,0,6.9576,,,,Kepler-204 b
1728,1.79,,25.660593,1.24,5812,12.846,,41.761925,,0,3.8637,,,,Kepler-204 c
1729,1.31,1.2,7.008151,1.2,6080,12.79,,49.305161,303.9153918,0,2.2726,13.65140335,0.673676718,0.420225038,KOI-351 b
1730,1.19,1.2,8.719375,1.2,6080,12.79,,49.305161,227.1137814,0,1.8115,15.79180971,0.499274715,0.367422954,KOI-351 c
1731,2.87,1.2,59.73667,1.2,6080,12.79,,49.305161,17.45430728,0,8.6209,56.96424396,1.251032592,3.84174003,KOI-351 d
1732,2.66,1.2,91.93913,1.2,6080,12.79,,49.305161,9.822531796,0,7.5762,75.93498731,0.952242704,2.967352573,KOI-351 e
1733,2.88,1.2,124.9144,1.2,6080,12.79,,49.305161,6.527405925,0,8.672,93.15010219,0.984112588,3.017884297,KOI-351 f
1734,8.1,1.2,210.60697,1.2,6080,12.79,,49.305161,3.252822083,0,50.3013,131.9542831,4.796060457,8.737516952,KOI-351 g
1735,11.3,1.2,331.60059,1.2,6080,12.79,,49.305161,1.775838921,0,88.5906,178.5878304,7.260706773,11.57832368,KOI-351 h
1736,1.32,1.2,14.44912,1.2,6080,12.79,,49.305161,115.8160545,0,2.3021,22.11409971,0.53617522,0.333459172,Kepler-90 i
1737,2.55,0.96,16.87727414,0.9,5582,12.859,,43.631268,43.66114328,0,7.0514,30.35838052,1.809579266,7.023704802,Kepler-961 b
1738,1.95,1.13,25.0824626,1.2,6166,12.807,,41.420166,61.12216066,0,4.469,31.30791741,0.90147119,3.105724766,Kepler-1093 b
1739,1.96,1.13,89.722292,1.2,6166,12.807,,41.420166,11.17270804,0,4.5081,73.22751619,0.594600098,2.044250425,Kepler-1093 c
1740,1.98,,3.353728,0.56,4258,13.334,,47.157461,,0,4.5865,,,,Kepler-267 b
1741,2.13,,6.87745,0.56,4258,13.334,,47.157461,,0,5.1928,,,,Kepler-267 c
1742,2.27,,28.464515,0.56,4258,13.334,,47.157461,,0,5.7863,,,,Kepler-267 d
1743,1.34,0.61,112.3053,0.6,4402,13.233,,39.280081,0.811304239,0,2.3617,138.5015685,0.435968662,0.320884294,Kepler-442 b
1744,2.09,0.53,8.114379,0.5,3715,13.405,,40.033398,10.43003185,0,5.0281,27.51194577,2.447477724,9.553195276,Kepler-691 b
1745,2.01,,8.187399,0.86,5250,12.9,,38.014122,,0,4.7053,,,,Kepler-260 b
1746,1.74,,76.050178,0.86,5250,12.9,,38.014122,,0,3.682,,,,Kepler-260 c
1747,2.48,0.72,11.8104,0.68,5131,13.067,14.663,4.254747,34.6965315,0,6.7255,28.77448014,2.35504148,10.1804379,K2-15 b
1748,3.39,,6.562331,1.85,5877,12.848,,45.428623,,0,11.4418,,,,Kepler-335 b
1749,3.07,,67.844469,1.85,5877,12.848,,45.428623,,0,9.667,,,,Kepler-335 c
1750,4.6,0.98,572.3847,1.03,6065,12.823,,46.328701,0.71608446,0,19.224,279.8504269,1.503306559,3.834475337,KIC 9663113 b
1751,1.54,0.78,19.76172042,0.74,5328,13.053,,42.537476,22.79951205,0,2.9918,38.27473072,0.836588242,4.193048219,Kepler-1006 b
1752,4.2,0.98,20.74028413,1.03,6065,12.823,,46.328701,59.72121969,0,16.4694,30.64388077,3.891998615,10.29526216,Kepler-458 c
1753,1.48,1.13,3.0255955,1.23,6143,12.861,,37.411973,1061.451493,0,2.7964,7.456884946,1.141634873,0.62017753,Kepler-1271 b
1754,2.29,0.97,94.2887577,0.95,5747,12.963,,41.874908,5.47585924,0,5.8732,90.86627905,0.843575931,3.109423086,Kepler-1227 b
1755,1.66,1.02,31.7785901,1.01,5828,12.882,,38.754161,26.98832655,0,3.3989,42.09180947,0.67838658,2.800395827,Kepler-1464 b
1756,1,1.02,5.32786292,1.01,5828,12.882,,38.754161,291.9340374,0,0.9718,12.79803246,0.351757163,0.58555393,Kepler-1464 c
1757,2.15,1.08,34.545,1,5990,12.861,,42.88285,25.42606626,1,7.3,45.81002675,1.364046392,2.874713819,Kepler-289 b
1758,11.59,1.08,125.8518,1,5990,12.861,,42.88285,4.535726529,1,132,108.4617735,16.02957966,14.77228544,Kepler-289 c
1759,2.68,1.08,66.0634,1,5990,12.861,,42.88285,10.7113664,1,4,70.57935657,0.602154169,8.186304844,Kepler-289 d
1760,2.76,0.96,47.9872764,0.94,5653,12.936,,41.038063,12.43723985,0,8.0668,58.33678002,1.461264894,5.111789713,Kepler-1458 b
1761,3.62,,12.309681,1.75,6363,12.724,,42.194836,,0,12.7926,,,,Kepler-279 b
1762,4.3,,35.736,1.75,6363,12.724,,42.194836,,1,49.4,,,,Kepler-279 c
1763,3.1,,54.414,1.75,6363,12.724,,42.194836,,1,37.5,,,,Kepler-279 d
1764,2.48,1,6.319,1.07,,12.874,,39.227287,,1,58.2,13.44655259,20.16619907,,Kepler-416 b
1765,,1,12.209,1.07,,12.874,,39.227287,,0,,20.85925438,,,Kepler-416 c
1766,,1.14,9.24285,,,12.991,14.66,0.226919,,1,1366.669,,,,CoRoT-20 b
1767,3.16,0.95,34.18890521,0.93,5616,12.923,,48.552605,18.76634153,0,10.1537,46.87171865,2.073786501,6.942847962,Kepler-569 b
1768,0.93,0.82,2.27952666,0.77,5046,13.06,,43.209431,342.0867741,0,0.7495,8.862838557,0.41641979,1.007152391,Kepler-1387 b
1769,1.17,,1.6329,0.81,5208,13.05,,43.889915,,0,1.7048,,,,Kepler-185 b
1770,2.02,,20.729042,0.81,5208,13.05,,43.889915,,0,4.7452,,,,Kepler-185 c
1771,2.04,0.79,0.92785982,0.75,4913,13.094,,49.203812,991.1735004,0,4.8253,4.935886617,3.708480386,14.82393083,Kepler-845 b
1772,1.71,1.04,7.1334,1.26,5905,12.804,,42.265011,320.3103853,1,4.19,12.5429815,1.358345103,3.069787238,Kepler-60 b
1773,1.9,1.04,8.9187,1.26,5905,12.804,,42.265011,237.8105125,1,3.85,14.55696264,1.158568817,4.254015311,Kepler-60 c
1774,1.99,1.04,11.8981,1.26,5905,12.804,,42.265011,161.9308654,1,4.16,17.64092986,1.13717966,4.109031976,Kepler-60 d
1775,2.53,,14.970418,1.54,5727,12.868,,48.775459,,0,6.9576,,,,Kepler-313 b
1776,2.57,,32.273273,1.54,5727,12.868,,48.775459,,0,7.1456,,,,Kepler-313 c
1777,1.18,0.81,1.4444538,0.77,5079,13.126,,43.82547,650.4302523,0,1.7576,6.511822397,1.14624995,0.999332634,Kepler-1537 b
1778,2.91,0.89,8.6893073,0.86,5403,13.063,,46.453682,89.1930902,0,8.8262,19.89989649,2.97236787,10.09747603,Kepler-949 b
1779,8.18,0.82,8.687721,0.76,4812,13.195,15.117,7.269234,46.29640355,0,51.1488,21.9090778,18.19315877,35.56261512,K2-281 b
1780,6.09,1.23,127.8338098,1.36,6260,12.841,,39.220678,8.986944993,0,30.9745,84.15678045,3.431122075,5.912652783,Kepler-820 b
1781,1.73,0.92,108.593329,0.93,5798,12.966,,45.689396,4.664989225,0,3.6461,100.2022763,0.517550611,2.161915928,Kepler-1126 b
1782,1.03,,6.791636,1.05,5774,12.909,,45.656715,,0,1.0803,,,,Kepler-387 b
1783,0.89,,11.837549,1.05,5774,12.909,,45.656715,,0,0.6403,,,,Kepler-387 c
1784,2.11,0.53,56.0560538,0.51,3722,13.446,,41.812107,0.830997793,0,5.1102,97.83613557,1.306061601,4.846758572,Kepler-705 b
1785,0.88,1.09,1.49514952,1.15,6019,12.942,,43.894073,2242.145915,0,0.6149,4.925646475,0.325243882,0.787733237,Kepler-1416 b
1786,1.01,0.22,2.87814,,,13.429,,-13.900921,,0,1.007,,,,EPIC 206032309 b
1787,2.37,0.97,13.02365861,0.95,5683,12.951,,39.252808,73.33320371,0,6.2263,24.28015588,1.730035715,6.254250229,Kepler-597 b
1788,1.99,1.01,51.1110243,1.01,5866,12.944,,42.027245,14.79603232,0,4.626,57.59144421,0.793238348,2.964349966,Kepler-1457 b
1789,1.06,,2.240508,0.52,4204,13.324,,44.184109,,0,1.1972,,,,Kepler-316 b
1790,1.16,,6.827766,0.52,4204,13.324,,44.184109,,0,1.6532,,,,Kepler-316 c
1791,0.81,,3.173315,0.59,4498,13.261,,44.60873,,0,0.457,,,,Kepler-388 b
1792,0.86,,13.297004,0.59,4498,13.261,,44.60873,,0,0.5663,,,,Kepler-388 c
1793,15.558,1,4.0378962,1.19,6100,12.871,,0.815239,713.248795,1,148.42,8.969859377,59.7069052,79.10333827,CoRoT-5 b
1794,3.4,1.51,40.5286413,1.83,6778,12.854,,45.623219,90.22822167,0,11.4992,31.13711839,1.629344172,3.014562355,Kepler-1360 b
1795,2,0.99,9.66857723,0.96,5636,12.993,,39.952923,106.3051157,0,4.6656,19.83404866,1.41236528,5.286410247,Kepler-579 b
1796,13.664,1.32,3.0240949,1.42,6041,12.858,,46.668255,1193.631234,1,1026.5909,6.800315654,377.9202541,6.225677263,Kepler-43 b
1797,3.14,0.71,364.758031,0.67,4434,13.306,,45.71579,0.195668821,0,10.0447,286.1389972,1.131567071,3.553894273,Kepler-1536 b
1798,1.88,0.89,21.0907758,0.86,5499,12.989,,48.034935,29.33929595,0,4.1997,35.94091118,1.052392948,4.413702964,Kepler-1644 b
1799,2.58,0.83,17.20523483,0.79,5212,13.114,,50.581303,27.46040433,0,7.193,33.37350638,2.020947264,7.329155065,Kepler-572 b
1800,1.26,0.98,39.859484,0.96,5698,12.951,,48.312252,16.91507587,0,2.1271,50.82231019,0.404306277,0.281523795,Kepler-1440 b
1801,2,0.87,1.6168837,0.83,5334,13.087,,39.563656,754.1973506,0,4.6656,6.669756966,2.794166341,11.05299196,Kepler-578 b
1802,14.96,1.49,5.01423457,1.8,6733,12.804,,43.497593,1391.07457,1,317.8,7.825075041,91.17561096,17.49617359,Kepler-471 b
1803,4.42,0.87,8.60010411,0.83,5322,13.097,,47.86375,80.50185171,0,17.9627,20.32325625,6.162752537,16.09163128,Kepler-550 b
1804,2.36,1.32,44.6169557,1.55,6449,12.802,,46.022835,51.04482143,0,6.1817,37.47618699,0.927845879,2.285782552,Kepler-1345 b
1805,1.52,1.1,6.24146367,1.16,6098,12.903,,43.595234,355.4047739,0,2.9261,12.69871275,0.955393779,3.571813208,Kepler-886 b
1806,1.58,1.2,1.5690665,1.32,6199,12.852,,46.329025,2922.983933,0,3.1252,4.575900226,1.525669223,5.02903309,Kepler-1072 b
1807,1.41,,4.938864,1.29,6105,12.956,,44.089306,,0,2.5753,,,,Kepler-187 b
1808,2.67,,10.640263,1.29,6105,12.956,,44.089306,,0,7.6247,,,,Kepler-187 c
1809,1.43,,5.433074,0.89,5232,13.097,,43.853259,,0,2.6377,,,,Kepler-176 b
1810,2.6,,12.759712,0.89,5232,13.097,,43.853259,,0,7.288,,,,Kepler-176 c
1811,2.51,,25.751974,0.89,5232,13.097,,43.853259,,0,6.8644,,,,Kepler-176 d
1812,1.45,,51.16579,0.89,5232,13.097,,43.853259,,0,2.7007,,,,Kepler-176 e
1813,1.32,,1.732342,1.04,5774,12.939,,38.875609,,0,2.3021,,,,Kepler-157 b
1814,2.24,,13.5405,1.04,5774,12.939,,38.875609,,0,5.6569,,,,Kepler-157 c
1815,1.46,,7.02573474,1.04,5774,12.939,,38.875609,,0,2.7325,,,,Kepler-157 d
1816,3.15,1.49,3.1739171,1.81,6747,12.921,,43.493137,2609.654561,0,10.0991,5.736888329,3.374508173,6.274213934,Kepler-644 b
1817,3.6,,2.422082,0.84,5595,12.997,,42.658924,,0,12.6727,,,,Kepler-119 b
1818,0.92,,4.125103,0.84,5595,12.997,,42.658924,,0,0.721,,,,Kepler-119 c
1819,1.67,0.85,22.12679948,0.81,5156,13.08,,49.301811,19.45743432,0,3.4338,38.79980283,0.873185864,3.691119248,Kepler-1480 b
1820,14.68,1.16,1.4857108,1.05,5781,12.992,,47.815006,1538.889466,1,778.65,5.484647406,395.9521621,18.64956627,Kepler-17 b
1821,6.96,0.96,58.3620495,0.94,5646,13.061,,45.10722,9.533059833,0,38.8678,66.46791809,6.596032845,13.50205058,Kepler-561 b
1822,2.68,0.96,5.35016198,0.94,5646,13.061,,45.10722,230.6307036,0,7.6733,13.51355686,2.88799362,9.488074395,Kepler-561 c
1823,2.54,1.19,44.9309804,1.16,6100,12.852,,48.560692,24.29465869,0,7.0044,48.60162127,1.123935832,3.644804478,Kepler-852 b
1824,2.58,1.02,8.5083244,1.03,5813,12.995,,43.852051,160.984807,0,7.193,17.14567898,2.227473005,7.086848266,Kepler-500 b
1825,1.08,0.22,8.68909,0.25,3240,13.379,,41.830421,2.474650444,0,1.2801,42.96151397,1.094513684,2.205927202,Kepler-1649 b
1826,1.73,,10.065275,0.49,3767,13.405,,50.531914,,0,3.6461,,,,Kepler-231 b
1827,1.93,,19.271566,0.49,3767,13.405,,50.531914,,0,4.3914,,,,Kepler-231 c
1828,2.1,1.13,3.27582262,1.21,6170,12.924,,44.035809,940.3003168,0,5.0691,7.99251619,2.015373859,6.311829135,Kepler-645 b
1829,1.36,0.73,11.32271513,0.69,4611,13.286,,48.982166,24.4210298,0,2.422,27.698404,0.852234718,0.56539343,Kepler-1246 b
1830,1.68,1.25,5.79180156,1.4,6319,12.888,,37.22122,605.6093486,0,3.4688,10.44592524,1.066314245,3.213090509,Kepler-1569 b
1831,1.74,1.29,5.66793,1.82,5904,12.871,,46.005222,786.0865731,0,3.682,8.003943169,1.116348179,2.140775287,Kepler-33 b
1832,3.2,1.29,13.17562,1.82,5904,12.871,,46.005222,255.27499,0,10.3731,14.04543038,2.374154192,3.624702683,Kepler-33 c
1833,5.35,1.29,21.77596,1.82,5904,12.871,,46.005222,130.6371214,0,24.8517,19.63386879,4.810841432,5.372652071,Kepler-33 d
1834,4.02,1.29,31.7844,1.82,5904,12.871,,46.005222,78.90133028,0,15.2876,25.26370391,2.608907504,3.266455548,Kepler-33 e
1835,4.46,1.29,41.02902,1.82,5904,12.871,,46.005222,56.13686523,0,18.24,29.95126067,2.858809147,3.433670396,Kepler-33 f
1836,1.18,0.81,11.55530021,0.78,5100,13.176,,42.685753,42.41045232,0,1.7576,25.71286016,0.573130434,0.480917253,Kepler-1477 b
1837,2.11,1.06,41.6979976,1.02,6035,12.944,,40.125487,21.47434448,0,5.1102,50.59890039,0.90805629,3.442479851,Kepler-906 b
1838,1.61,0.5,10.864384,0.48,3740,13.391,,49.437326,6.955847557,0,3.2267,34.14402097,1.481474115,6.715933413,Kepler-296 b
1839,2,0.5,5.8416366,0.48,3740,13.391,,49.437326,15.90904644,0,4.6656,22.57707197,2.634307718,10.94947637,Kepler-296 c
1840,2.09,0.5,19.850291,0.48,3740,13.391,,49.437326,3.114112957,0,5.0281,51.02964082,1.888362909,7.712023973,Kepler-296 d
1841,1.53,0.5,34.14211,0.48,3740,13.391,,49.437326,1.511134273,0,2.9589,73.25515041,0.927478853,4.291109502,Kepler-296 e
1842,1.8,0.5,63.33627,0.48,3740,13.391,,49.437326,0.662959331,0,3.9005,110.597739,0.995038692,4.313887186,Kepler-296 f
1843,17.07,1.04,2.49577962,1.06,5920,12.996,,49.457291,928.9008003,1,317.8,7.402957101,146.2110196,62.02072988,Kepler-840 b
1844,1.87,1.2,66.5579057,1.32,6227,12.966,,45.384541,20.117667,0,4.1618,55.65643846,0.582564938,1.711088445,Kepler-1280 b
1845,1.23,0.8,5.94220998,0.75,4908,13.181,,49.73122,82.30977421,0,2.0417,17.09345649,0.837914662,0.597212777,Kepler-1481 b
1846,1.33,1.14,20.7056504,1.22,6158,12.994,,40.375047,80.6847233,0,2.3319,27.17879513,0.498495122,0.270949608,Kepler-1508 b
1847,2.45,0.93,4.301662,0.9,5496,13.07,,48.791885,259.3400299,0,6.5877,12.07550098,2.723434515,9.445590497,Kepler-570 b
1848,3.47,1.17,13.4845,1.3,6174,12.913,,44.38158,161.1699799,1,10.9,19.33025852,2.642052793,7.537337943,Kepler-79 b
1849,3.72,1.17,27.4029,1.3,6174,12.913,,44.38158,62.61358649,1,5.9,31.01311915,1.129049837,13.54499897,Kepler-79 c
1850,7.16,1.17,52.0902,1.3,6174,12.913,,44.38158,26.59025989,1,6,47.5903005,0.926884995,68.87971731,Kepler-79 d
1851,3.49,1.17,81.0659,1.3,6174,12.913,,44.38158,14.74392129,1,4.1,63.91065025,0.546551466,11.21193828,Kepler-79 e
1852,2.61,,15.660544,1.35,6169,12.941,,44.956032,,0,7.3357,,,,Kepler-214 b
1853,2.13,,28.7798,1.35,6169,12.941,,44.956032,,0,5.1928,,,,Kepler-214 c
1854,3.73,1.3,40.6994443,1.49,6424,12.916,,39.767914,53.03335588,0,13.4604,36.48236613,2.104505613,4.364706024,Kepler-627 b
1855,0.92,0.46,7.09714223,0.44,3804,13.441,,44.310889,11.66681034,0,0.721,27.27416324,0.403322754,1.119247822,Kepler-779 b
1856,1.58,0.18,2.984151,0.21,3157,13.542,,46.498552,7.481043355,0,3.1252,23.45927389,4.361873481,32.52577864,Kepler-445 b
1857,2.51,0.18,4.871229,0.21,3157,13.542,,46.498552,3.892289812,0,6.8644,32.5231848,8.136892546,50.42124767,Kepler-445 c
1858,1.25,0.18,8.15275,0.21,3157,13.542,,46.498552,1.958774304,0,2.0985,45.84621139,2.095124227,2.587282999,Kepler-445 d
1859,4.81,0.47,8.36802,0.45,3789,13.416,16.31,2.594245,9.505958528,0,20.7396,29.97766077,10.82541991,30.92561913,K2-14 b
1860,1.17,1.03,16.2254649,1.07,6020,12.898,,44.591675,83.95253661,0,1.7048,25.46376156,0.42296077,0.346250499,Kepler-647 b
1861,2.54,0.64,82.5342519,0.61,4392,13.329,,49.626572,1.213513761,0,7.0044,112.7324117,1.387682359,5.00223419,Kepler-991 b
1862,4.29,0.93,1.90220856,0.92,5447,13.043,,51.358154,776.0809069,0,17.0739,6.85658302,9.264924992,22.75882502,Kepler-554 b
1863,1.3,1.09,20.925392,1.19,5956,12.929,,47.873383,68.24929901,0,2.2431,27.64437454,0.49233074,0.273197931,Kepler-1568 b
1864,1.75,1.21,23.4774101,1.33,6221,12.901,,40.365964,81.18109595,0,3.7181,27.65282056,0.732539882,2.258061826,Kepler-1279 b
1865,1.35,0.78,4.88083852,0.73,4830,13.292,,46.619217,96.69705335,0,2.3918,15.27334385,1.065976172,0.703800211,Kepler-935 b
1866,1.73,0.96,1.84788917,0.93,5706,13.097,,52.07016,971.8044916,0,3.6461,6.723889559,1.955868403,7.732516679,Kepler-1522 b
1867,2.35,,7.693641,1.26,6091,12.956,,46.129154,,0,6.1372,,,,Kepler-216 b
1868,3.04,,17.406669,1.26,6091,12.956,,46.129154,,0,9.5069,,,,Kepler-216 c
1869,1.78,1.11,3.55485691,1.17,6109,12.95,,44.876217,766.7292952,0,3.8271,8.676922321,1.498411049,5.11282927,Kepler-1003 b
1870,2.86,,3.295709,0.69,4731,13.243,,40.557587,,0,8.5699,,,,Kepler-304 b
1871,2.17,,5.315946,0.69,4731,13.243,,40.557587,,0,5.3596,,,,Kepler-304 c
1872,2.75,,9.653471,0.69,4731,13.243,,40.557587,,0,8.0172,,,,Kepler-304 d
1873,1.2,,1.49914695,0.69,4731,13.243,,40.557587,,0,1.8666,,,,Kepler-304 e
1874,1.19,,13.930698,0.88,5797,13.056,,46.986744,,0,1.8115,,,,Kepler-310 b
1875,3.38,,56.47542,0.88,5797,13.056,,46.986744,,0,11.3845,,,,Kepler-310 c
1876,2.47,,92.876125,0.88,5797,13.056,,46.986744,,0,6.6794,,,,Kepler-310 d
1877,2.01,,11.476094,1.46,6067,12.938,,44.422302,,0,4.7053,,,,Kepler-270 b
1878,1.77,,25.262887,1.46,6067,12.938,,44.422302,,0,3.7906,,,,Kepler-270 c
1879,1.63,0.63,1.28707676,0.6,4103,13.441,,47.57859,231.9406779,0,3.2951,7.116411629,2.640526926,10.25695021,Kepler-658 b
1880,3.04,0.51,11.59822172,0.49,3701,13.474,,50.287237,6.287352724,0,9.5069,35.16824898,4.214818295,14.03874706,Kepler-676 b
1881,1.33,0.9,2.51462432,0.87,5522,13.124,,49.781158,516.4159064,0,2.3319,8.638522864,1.178440689,0.798218441,Kepler-1028 b
1882,2.78,0.54,12.28,0.51,3914,13.408,,46.56654,7.599726441,1,5.12,35.77578324,2.143837431,19.89048132,Kepler-26 b
1883,2.72,0.54,17.2559,0.51,3914,13.408,,46.56654,4.82850066,1,6.2,44.88301088,2.317753052,13.52103844,Kepler-26 c
1884,1.07,0.54,3.543919,0.51,3914,13.408,,46.56654,39.84899743,0,1.2381,15.62353954,0.784481076,1.053476777,Kepler-26 d
1885,2.41,0.54,46.827915,0.51,3914,13.408,,46.56654,1.275624016,0,6.4059,87.32262589,1.716853448,6.525947804,Kepler-26 e
1886,1.33,1.08,9.4060467,1.22,5933,12.957,,49.66391,206.3920801,0,2.3319,15.77424822,0.672267669,0.348549092,Kepler-1587 b
1887,1.84,1.09,4.7683049,1.13,5981,12.961,,46.945816,449.6249393,0,4.049,10.86097706,1.454987591,4.982458691,Kepler-1344 b
1888,2.83,1.03,16.21775407,1.04,5894,13.024,,38.932408,72.92270313,0,8.4177,26.18999234,2.088761758,6.446687252,Kepler-555 b
1889,0.72,0.86,0.97191543,0.82,5316,13.155,,42.072456,1442.664378,0,0.2998,4.789980862,0.214391232,1.413171409,Kepler-1559 b
1890,1.6,0.4,38.09722,0.38,3638,13.454,,49.915058,0.850135688,0,3.1927,92.41186888,1.119620581,6.105046946,Kepler-1652 b
1891,2.99,0.79,132.9968322,0.72,4662,13.285,,44.159351,0.987299531,0,9.2426,140.8207201,1.357311458,4.370069809,Kepler-1341 b
1892,2.79,0.99,22.18329658,1.02,5746,13.032,,51.237316,42.84556796,0,8.2164,32.47317695,1.885818678,5.738903159,Kepler-573 b
1893,1.45,1.02,17.2923453,1.02,5923,13.068,,50.621468,66.09926221,0,2.7007,27.77996198,0.660250564,0.39878777,Kepler-1226 b
1894,3.27,0.99,29.91136794,0.97,5672,13.079,,38.654231,24.69739675,0,10.7618,41.67670183,2.235801342,6.651190629,Kepler-576 b
1895,1.47,0.97,18.3027248,0.96,5685,13.031,,44.082336,47.63909519,0,2.7644,30.14572088,0.685748704,0.429501702,Kepler-1142 b
1896,2.1,,8.0109434,0.55,4252,13.508,,43.056295,,1,292.39,,,,Kepler-54 b
1897,1.23,,12.0717249,0.55,4252,13.508,,43.056295,,1,117.59,,,,Kepler-54 c
1898,1.53,,20.995694,0.55,4252,13.508,,43.056295,,0,2.9589,,,,Kepler-54 d
1899,2.08,1.08,1.5184299,1.12,6005,12.999,,43.420963,2076.732585,0,4.9873,5.094273091,2.640595776,8.568719261,Kepler-1613 b
