# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov 20 13:33:40 2019
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%CANDIDATE%'
# CONSTRAINT:  and koi_prad_str < 25
# CONSTRAINT:  and koi_gmag < 14)
# CONSTRAINT:  order by koi_insol desc, koi_disposition desc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_vet_stat:   Vetting Status
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_gmag:       g'-band [mag]
# COLUMN koi_jmag:       J-band [mag]
# COLUMN koi_kmag:       K-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_jmag,koi_kmag
8278685,K04435.01,,CANDIDATE,Done,CANDIDATE,0.9990,0,0,0,0,10.861416300,1.6160000e-04,-1.6160000e-04,136.8213000,1.250000e-02,-1.250000e-02,0.9390,0.0440,-0.6550,6.02000,0.39000,-0.39000,6.4800e+01,5.500e+00,-5.500e+00,1.01,2.900e-01,-1.100e-01,899.0,,,154.68,127.71,-44.72,12.90,1,q1_q17_dr25_tce,6339.00,141.00,-189.00,4.454,0.062,-0.200,1.0170,0.2980,-0.1060,1.0690,0.1430,-0.1430,281.955690,44.261532,13.517,13.832,12.572,12.221
11074835,K02533.03,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,26.115288700,9.8690000e-04,-9.8690000e-04,145.5641000,3.050000e-02,-3.050000e-02,0.1382,0.3270,-0.1381,12.54000,1.10000,-1.10000,7.0000e+01,7.200e+00,-7.200e+00,2.38,1.140e+00,-7.600e-01,898.0,,,153.98,217.07,-91.92,10.60,2,q1_q16_tce,5190.00,135.00,-165.00,3.630,0.274,-0.318,2.9120,1.3820,-0.9400,1.3190,0.3110,-0.3750,286.715640,48.645279,13.274,13.991,11.843,11.242
10967168,K05845.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,22.265959900,6.1590000e-04,-6.1590000e-04,144.8700000,2.270000e-02,-2.270000e-02,0.0300,0.4260,-0.0300,4.81600,0.60100,-0.60100,6.1300e+01,8.900e+00,-8.900e+00,1.18,2.500e-01,-2.100e-01,896.0,,,152.29,98.17,-66.16,8.30,1,q1_q17_dr25_tce,6888.00,192.00,-312.00,4.223,0.112,-0.138,1.4920,0.3190,-0.2610,1.3630,0.1500,-0.2250,287.372830,48.465542,11.299,11.503,10.514,10.307
7749773,K02848.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,13.787262700,1.0200000e-04,-1.0200000e-04,144.7740300,5.920000e-03,-5.920000e-03,0.9210,0.0270,-0.6590,5.74700,0.13400,-0.13400,7.5100e+01,3.600e+00,-3.600e+00,1.55,2.900e-01,-4.100e-01,894.0,,,150.64,71.35,-73.09,23.90,1,q1_q17_dr25_tce,5691.00,77.00,-77.00,4.139,0.231,-0.116,1.4580,0.2650,-0.3830,1.0680,0.0930,-0.0760,290.664120,43.499840,12.458,12.953,11.271,10.919
4048898,K07678.01,,CANDIDATE,Done,CANDIDATE,0.9670,0,0,0,0,13.091487800,1.2840000e-04,-1.2840000e-04,143.7519800,7.310000e-03,-7.310000e-03,0.1450,0.3110,-0.1450,2.03700,0.25600,-0.25600,3.7500e+01,5.700e+00,-5.700e+00,0.79,1.200e-01,-1.400e-01,892.0,,,149.52,62.33,-53.91,8.00,1,q1_q17_dr25_tce,5919.00,71.00,-79.00,4.238,0.156,-0.104,1.2880,0.2090,-0.2300,1.0480,0.0850,-0.0770,289.248840,39.106541,11.993,12.390,10.912,10.570
9489524,K02029.04,,CANDIDATE,Done,CANDIDATE,0.8630,0,0,0,0,4.788500840,6.0310000e-05,-6.0310000e-05,135.4574000,1.130000e-02,-1.130000e-02,0.3430,0.1260,-0.3430,2.09900,0.30200,-0.30200,6.6500e+01,1.070e+01,-1.070e+01,0.63,4.000e-02,-4.000e-02,889.0,,,147.95,35.67,-25.49,7.20,4,q1_q17_dr25_tce,5208.00,103.00,-103.00,4.563,0.036,-0.052,0.7720,0.0550,-0.0410,0.7960,0.0460,-0.0460,299.896510,46.051971,12.957,13.570,11.610,11.132
6356692,K02948.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,11.391695310,7.5670000e-05,-7.5670000e-05,141.5598300,5.470000e-03,-5.470000e-03,0.8490,0.0960,-0.6060,5.00000,0.14900,-0.14900,5.1000e+01,3.100e+00,-3.100e+00,1.02,1.800e-01,-2.300e-01,886.0,,,145.67,71.74,-63.32,19.00,1,q1_q17_dr25_tce,5557.00,122.00,-78.00,4.198,0.208,-0.112,1.2490,0.2120,-0.2830,0.8970,0.0750,-0.0380,289.394740,41.782349,11.926,12.441,10.703,10.322
9775385,K04462.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,45.163025000,4.4920000e-03,-4.4920000e-03,159.8536000,9.680000e-02,-9.680000e-02,0.2057,0.2588,-0.2056,7.03000,2.10000,-2.10000,1.3030e+02,2.720e+01,-2.720e+01,2.35,1.240e+00,-4.400e-01,886.0,,,145.48,238.25,-63.20,8.70,,,7675.00,235.00,-304.00,4.051,0.121,-0.311,2.0150,1.0660,-0.3720,1.6650,0.3160,-0.2300,293.852940,46.590809,11.069,11.139,10.477,10.351
8581240,K03111.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,10.768000740,8.2530000e-05,-8.2530000e-05,138.5066900,5.790000e-03,-5.790000e-03,0.5830,0.3560,-0.3930,3.49400,0.17500,-0.17500,6.5100e+01,5.000e+00,-5.000e+00,0.92,1.300e-01,-1.200e-01,885.0,,,144.85,59.35,-44.02,14.20,1,q1_q17_dr25_tce,5874.00,105.00,-117.00,4.338,0.126,-0.115,1.0960,0.1600,-0.1440,0.9540,0.0740,-0.0610,298.576870,44.621609,12.863,13.339,11.691,11.353
3545135,K02755.01,,CANDIDATE,Done,CANDIDATE,0.9950,0,0,0,0,8.482992820,3.9080000e-05,-3.9080000e-05,132.9658300,3.720000e-03,-3.720000e-03,0.5640,0.3620,-0.3540,2.50500,0.11000,-0.11000,6.9100e+01,3.900e+00,-3.900e+00,0.80,1.100e-01,-6.000e-02,879.0,,,141.04,53.99,-30.47,21.30,1,q1_q17_dr25_tce,5827.00,104.00,-116.00,4.471,0.059,-0.110,0.9330,0.1260,-0.0730,0.9400,0.0540,-0.0670,291.574220,38.655949,12.147,12.550,11.065,10.706
8780959,K03741.02,,CANDIDATE,Done,CANDIDATE,0.0000,0,0,0,0,18.577903000,3.2330000e-03,-3.2330000e-03,142.1710000,1.360000e-01,-1.360000e-01,0.1050,0.3520,-0.1050,20.11000,4.10000,-4.10000,9.9800e+01,1.710e+01,-1.710e+01,1.36,3.800e-01,-3.200e-01,879.0,,,140.97,114.68,-68.48,6.60,4,q1_q17_dr25_tce,6432.00,155.00,-214.00,4.207,0.190,-0.171,1.3450,0.3820,-0.3130,1.0600,0.1770,-0.1330,300.332370,44.986141,13.306,13.669,12.309,12.058
10656842,K05816.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,82.508054000,1.3180000e-03,-1.3180000e-03,162.3992000,1.300000e-02,-1.300000e-02,0.0379,0.4148,-0.0377,3.80600,0.35700,-0.35700,3.5190e+02,3.750e+01,-3.750e+01,14.04,5.200e-01,-3.640e+00,878.0,,,140.61,19.31,-73.96,11.40,1,q1_q16_tce,4986.00,70.00,-180.00,3.010,0.031,-0.029,7.7330,0.2870,-2.0030,2.2310,0.1720,-0.9740,288.132020,47.995541,12.594,13.416,10.902,10.259
9602613,K02612.02,,CANDIDATE,Done,CANDIDATE,0.9520,0,0,0,0,7.572998160,6.3150000e-05,-6.3150000e-05,131.9431700,6.180000e-03,-6.180000e-03,0.4110,0.0430,-0.4110,2.64500,0.19200,-0.19200,3.0200e+01,3.100e+00,-3.100e+00,0.53,6.000e-02,-5.000e-02,875.0,,,138.36,44.63,-30.35,10.90,2,q1_q17_dr25_tce,5495.00,74.00,-82.00,4.442,0.072,-0.099,0.9610,0.1150,-0.0860,0.9320,0.0520,-0.0470,297.148830,46.296951,11.830,12.363,10.615,10.185
7106173,K03083.01,,CANDIDATE,Done,CANDIDATE,0.9630,0,0,0,0,10.183182330,9.8110000e-05,-9.8110000e-05,133.2140400,7.520000e-03,-7.520000e-03,0.4490,0.5120,-0.2550,3.13700,0.22000,-0.22000,5.1500e+01,5.100e+00,-5.100e+00,0.79,1.300e-01,-5.000e-02,867.0,,,133.56,60.39,-26.74,11.20,1,q1_q17_dr25_tce,5843.00,104.00,-127.00,4.421,0.040,-0.120,1.0840,0.1770,-0.0710,1.1310,0.0610,-0.0680,287.978850,42.679359,12.857,13.281,11.740,11.401
7202957,K02687.02,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,8.167338510,6.0200000e-05,-6.0200000e-05,136.2035600,6.060000e-03,-6.060000e-03,0.8010,0.1460,-0.5740,3.33700,0.16600,-0.16600,1.0490e+02,7.700e+00,-7.700e+00,1.03,1.500e-01,-6.000e-02,865.0,,,132.43,56.70,-23.34,14.80,2,q1_q17_dr25_tce,5808.00,105.00,-128.00,4.522,0.030,-0.120,0.9020,0.1380,-0.0460,0.9870,0.0490,-0.0780,292.615110,42.764252,10.158,10.588,9.052,8.693
12016267,K02590.02,,CANDIDATE,Done,CANDIDATE,0.5360,0,0,0,0,22.790923300,2.7830000e-04,-2.7830000e-04,134.4333000,1.110000e-02,-1.110000e-02,0.8710,0.0640,-0.6620,9.56500,0.31700,-0.31700,5.3600e+01,3.000e+00,-3.000e+00,1.38,2.500e-01,-3.000e-01,862.0,,,130.75,64.19,-56.99,19.40,1,q1_q17_dr25_tce,6311.00,113.00,-126.00,4.116,0.168,-0.112,1.6420,0.2930,-0.3580,1.2860,0.1140,-0.1520,293.507020,50.450119,11.638,11.931,10.661,10.406
5695396,K00283.03,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,9.488147470,6.1480000e-05,-6.1480000e-05,139.1790700,4.960000e-03,-4.960000e-03,0.5693,0.0874,-0.4352,1.16300,0.19400,-0.19400,4.7900e+01,7.200e+00,-7.200e+00,0.73,1.300e-01,-6.000e-02,856.0,,,126.75,63.38,-28.75,11.10,3,q1_q17_dr24_tce,5680.00,104.00,-113.00,4.414,0.072,-0.072,1.0160,0.1840,-0.0860,0.9780,0.0500,-0.0610,288.530820,40.942299,11.525,11.969,10.418,10.079
5308537,K04409.01,,CANDIDATE,Done,CANDIDATE,0.9990,0,0,0,0,14.265154500,1.0620000e-04,-1.0620000e-04,143.2202400,5.280000e-03,-5.280000e-03,0.3530,0.0950,-0.3530,3.60100,0.16400,-0.16400,6.6300e+01,5.500e+00,-5.500e+00,1.06,1.800e-01,-1.800e-01,853.0,,,125.45,59.13,-45.84,13.90,1,q1_q17_dr25_tce,5825.00,105.00,-117.00,4.237,0.156,-0.104,1.2910,0.2200,-0.2200,1.0490,0.0980,-0.0710,299.534790,40.477779,12.515,12.951,11.429,11.080
7983117,K03214.02,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,25.090157400,4.8220000e-04,-4.8220000e-04,138.4988000,1.620000e-02,-1.620000e-02,0.9350,0.0430,-0.6510,8.27300,0.54500,-0.54500,3.7700e+01,3.400e+00,-3.400e+00,1.35,2.700e-01,-4.300e-01,852.0,,,124.33,76.20,-73.41,12.10,2,q1_q17_dr25_tce,6033.00,183.00,-183.00,3.985,0.266,-0.114,1.7880,0.3510,-0.5710,1.1270,0.1890,-0.1720,298.673770,43.795479,12.014,12.494,10.865,10.521
8430053,K04603.01,,CANDIDATE,Done,CANDIDATE,0.9970,0,0,0,0,15.951386600,1.5560000e-04,-1.5560000e-04,146.4542500,7.920000e-03,-7.920000e-03,0.1970,0.2550,-0.1970,2.28500,0.22300,-0.22300,9.9200e+01,1.270e+01,-1.270e+01,1.17,4.200e-01,-1.300e-01,849.0,,,123.03,121.95,-38.79,9.20,1,q1_q17_dr25_tce,6451.00,144.00,-208.00,4.375,0.070,-0.210,1.1680,0.4090,-0.1360,1.1810,0.1850,-0.1520,291.539220,44.447060,13.629,13.961,12.647,12.365
4548011,K04288.04,,CANDIDATE,Done,CANDIDATE,0.6760,0,0,0,0,13.950956500,1.9680000e-04,-1.9680000e-04,144.2870000,1.080000e-02,-1.080000e-02,0.4670,0.4940,-0.2590,5.23100,0.33200,-0.33200,3.5700e+01,3.400e+00,-3.400e+00,0.75,1.200e-01,-1.200e-01,849.0,,,122.88,57.26,-41.93,11.20,3,q1_q17_dr25_tce,5888.00,105.00,-129.00,4.275,0.144,-0.108,1.2270,0.2070,-0.1860,1.0360,0.0890,-0.0800,287.371250,39.603569,12.400,12.759,11.331,11.025
10350571,K01175.02,,CANDIDATE,Done,CANDIDATE,0.9970,0,0,0,0,17.157236000,1.8620000e-04,-1.8620000e-04,133.6895100,8.990000e-03,-8.990000e-03,0.2380,0.2180,-0.2380,11.28400,0.24800,-0.24800,1.1040e+02,5.000e+00,-5.000e+00,1.55,2.400e-01,-3.600e-01,844.0,,,119.87,53.10,-54.09,23.60,1,q1_q17_dr25_tce,5676.00,115.00,-104.00,4.100,0.203,-0.087,1.4870,0.2290,-0.3440,1.0160,0.0930,-0.0840,295.920650,47.448608,13.290,13.791,12.061,11.617
10685764,K05822.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,17.634272000,1.2270000e-04,-1.2270000e-04,133.2933200,5.550000e-03,-5.550000e-03,0.1876,0.2714,-0.1872,1.38700,0.18000,-0.18000,7.6700e+01,9.900e+00,-9.900e+00,1.69,1.310e+00,-1.030e+00,842.0,,,118.84,295.21,-102.02,9.70,1,q1_q16_tce,4885.00,125.00,-97.00,3.815,0.740,-0.413,1.9790,1.5330,-1.2040,0.9330,0.2800,-0.1400,298.742160,47.945278,12.310,13.135,10.755,10.108
7199060,K04152.01,,CANDIDATE,Done,CANDIDATE,0.9690,0,0,0,0,64.186226400,9.9380000e-04,-9.9380000e-04,191.6563900,9.290000e-03,-9.290000e-03,0.9680,0.0100,-0.6810,8.48500,0.31100,-0.31100,5.0730e+02,2.830e+01,-2.830e+01,8.00,1.450e+00,-2.690e+00,839.0,,,116.97,64.13,-72.31,18.60,1,q1_q17_dr25_tce,6951.00,184.00,-245.00,3.766,0.285,-0.095,2.7580,0.4990,-0.9270,1.6180,0.2190,-0.2670,291.386020,42.709129,12.972,13.181,12.059,11.888
2834805,K07638.01,,CANDIDATE,Done,CANDIDATE,0.7600,0,0,0,0,25.003202300,2.6480000e-04,-2.6480000e-04,140.9010600,9.920000e-03,-9.920000e-03,0.7560,0.2220,-0.5100,5.49800,0.55700,-0.55700,6.4100e+01,7.300e+00,-7.300e+00,1.47,3.300e-01,-3.800e-01,837.0,,,116.27,79.06,-59.05,12.60,1,q1_q17_dr25_tce,6148.00,167.00,-186.00,4.055,0.234,-0.126,1.6850,0.3850,-0.4280,1.1760,0.1890,-0.1720,286.701450,38.042191,12.550,12.932,11.455,11.130
2446113,K00379.02,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,23.137591900,2.1730000e-04,-2.1730000e-04,152.1733500,9.530000e-03,-9.530000e-03,0.4290,0.0270,-0.4290,3.35000,0.25600,-0.25600,1.1400e+02,9.700e+00,-9.700e+00,1.83,3.200e-01,-4.000e-01,837.0,,,115.86,58.29,-51.06,12.90,2,q1_q17_dr25_tce,6078.00,122.00,-134.00,4.094,0.174,-0.116,1.6830,0.3000,-0.3670,1.2850,0.1060,-0.1720,292.056760,37.776192,13.319,13.651,11.915,11.517
11959893,K05945.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,40.728231400,6.9080000e-04,-6.9080000e-04,162.1513000,1.540000e-02,-1.540000e-02,0.9828,0.0248,-0.0093,13.67700,0.61800,-0.61800,2.2180e+02,1.350e+01,-1.350e+01,4.58,1.680e+00,-1.520e+00,829.0,,,111.83,120.45,-69.84,19.40,1,q1_q16_tce,6531.00,179.00,-273.00,3.936,0.250,-0.218,2.2310,0.8150,-0.7420,1.5660,0.2340,-0.3590,289.583560,50.348137,12.717,13.184,11.750,11.513
7673192,K02722.05,,CANDIDATE,Done,CANDIDATE,0.8870,0,0,0,0,16.534002200,2.4260000e-04,-2.4260000e-04,135.4090000,1.280000e-02,-1.280000e-02,0.5250,0.4330,-0.3260,4.06300,0.37400,-0.37400,8.9200e+01,1.040e+01,-1.040e+01,1.17,2.000e-01,-1.900e-01,819.0,,,106.21,51.98,-37.19,9.30,5,q1_q17_dr25_tce,6052.00,121.00,-133.00,4.285,0.137,-0.112,1.2020,0.2080,-0.1890,1.0150,0.0850,-0.0680,288.370240,43.354610,13.268,13.567,12.303,11.993
12456063,K04329.01,,CANDIDATE,Done,CANDIDATE,0.9140,0,0,0,0,17.800781500,2.5240000e-04,-2.5240000e-04,134.3839000,1.040000e-02,-1.040000e-02,0.9280,0.0010,-0.7180,6.54700,0.25100,-0.25100,4.4500e+01,3.600e+00,-3.600e+00,1.02,1.700e-01,-1.000e-01,816.0,,,105.04,47.61,-26.28,14.20,1,q1_q17_dr25_tce,6240.00,111.00,-136.00,4.326,0.063,-0.117,1.2520,0.2050,-0.1190,1.2140,0.0870,-0.0970,289.011780,51.376019,12.018,12.312,11.128,10.806
8494783,K06180.02,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,58.925650000,1.7300000e-02,-1.7300000e-02,176.6709000,5.780000e-02,-5.780000e-02,0.0655,0.3635,-0.0654,14.56000,2.00000,-2.00000,4.4700e+01,7.400e+00,-7.400e+00,1.50,6.700e-01,-3.800e-01,809.0,,,101.17,137.12,-54.02,5.30,7,q1_q16_tce,7282.00,231.00,-303.00,3.961,0.182,-0.256,2.2160,0.9790,-0.5690,1.6360,0.3330,-0.3100,291.637330,44.564220,12.044,12.200,11.278,11.067
6268648,K01613.03,,CANDIDATE,Done,CANDIDATE,0.9910,0,0,0,0,20.605501000,2.5930000e-04,-2.5930000e-04,146.5069000,1.020000e-02,-1.020000e-02,0.7050,0.2570,-0.4770,3.79300,0.30200,-0.30200,3.7100e+01,3.600e+00,-3.600e+00,0.85,4.000e-02,-3.000e-02,806.0,,,99.53,14.09,-13.04,11.10,4,q1_q17_dr25_tce,6099.00,79.00,-85.00,4.193,0.016,-0.018,1.3080,0.0540,-0.0540,0.9740,0.0710,-0.0640,285.476590,41.632717,11.049,11.985,10.588,10.282
7833305,K04528.01,,CANDIDATE,Done,CANDIDATE,0.9960,0,0,0,0,8.312244740,5.6200000e-05,-5.6200000e-05,139.6770600,5.750000e-03,-5.750000e-03,1.1110,7.2240,-0.1030,2.66300,0.40100,-0.40100,7.0800e+01,7.600e+00,-7.600e+00,10.63,1.980e+00,-1.490e+00,801.0,,,97.64,56.83,-33.59,12.20,1,q1_q17_dr25_tce,5421.00,161.00,-161.00,4.483,0.115,-0.127,0.8160,0.1520,-0.1140,0.7390,0.1040,-0.0480,295.374760,43.500431,13.019,13.610,11.688,11.200
8493354,K04505.01,,CANDIDATE,Done,CANDIDATE,0.9880,0,0,0,0,18.007143800,2.1470000e-04,-2.1470000e-04,138.3126600,8.560000e-03,-8.560000e-03,0.0810,0.3760,-0.0810,5.40100,0.27400,-0.27400,8.0800e+01,7.200e+00,-7.200e+00,1.05,1.800e-01,-1.200e-01,799.0,,,96.25,43.68,-25.08,13.10,1,q1_q17_dr25_tce,6173.00,83.00,-83.00,4.314,0.115,-0.126,1.1670,0.2030,-0.1360,1.0230,0.0920,-0.0530,291.099430,44.545689,13.615,13.924,12.635,12.361
9904006,K02135.02,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,20.189039600,3.1220000e-04,-3.1220000e-04,142.1942900,9.310000e-03,-9.310000e-03,0.5410,0.4080,-0.3360,6.25100,0.29500,-0.29500,1.1210e+02,8.200e+00,-8.200e+00,1.39,2.500e-01,-2.000e-01,794.0,,,93.89,48.18,-30.39,15.00,3,q1_q17_dr25_tce,6178.00,111.00,-135.00,4.269,0.125,-0.125,1.2670,0.2370,-0.1780,1.0850,0.1130,-0.0750,296.803440,46.741150,13.573,13.940,12.526,12.198
8297017,K07879.01,,CANDIDATE,Done,CANDIDATE,0.2060,0,0,0,0,128.208643000,1.9800000e-03,-1.9800000e-03,230.1943000,1.080000e-02,-1.080000e-02,0.8110,0.1630,-0.5660,2.74500,0.50900,-0.50900,2.1220e+02,3.070e+01,-3.070e+01,6.15,6.500e-01,-2.440e+00,792.0,,,93.05,35.71,-64.05,8.90,2,q1_q17_dr25_tce,7128.00,224.00,-274.00,3.520,0.352,-0.088,3.8110,0.4030,-1.5100,1.7540,0.1640,-0.3830,290.800570,44.270512,11.036,11.167,10.290,10.093
9936080,K04431.01,,CANDIDATE,Done,CANDIDATE,0.9980,0,0,0,0,19.565080100,1.7660000e-04,-1.7660000e-04,136.2855500,7.430000e-03,-7.430000e-03,0.0250,0.4250,-0.0250,4.24200,0.27700,-0.27700,6.1700e+01,5.300e+00,-5.300e+00,0.97,1.800e-01,-1.200e-01,791.0,,,92.77,46.07,-27.10,13.80,1,q1_q17_dr25_tce,6180.00,111.00,-135.00,4.294,0.099,-0.132,1.2350,0.2230,-0.1490,1.0900,0.1130,-0.0660,283.724270,46.879112,12.674,13.044,11.500,11.228
11395587,K00350.01,,CANDIDATE,Done,CANDIDATE,0.9830,0,0,0,0,12.990650740,2.2980000e-05,-2.2980000e-05,177.2386500,1.340000e-03,-1.340000e-03,0.0680,0.3700,-0.0680,2.37480,0.04160,-0.04160,3.9230e+02,1.060e+01,-1.060e+01,2.02,3.000e-01,-2.000e-01,790.0,,,92.12,38.04,-22.90,42.50,1,q1_q17_dr25_tce,5787.00,104.00,-116.00,4.402,0.090,-0.110,1.0270,0.1510,-0.1000,0.9710,0.0680,-0.0620,287.861420,49.264462,13.387,13.818,12.275,11.923
7206422,K05373.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,50.550788000,1.5140000e-03,-1.5140000e-03,131.5846000,2.880000e-02,-2.880000e-02,0.6320,0.3430,-0.4118,2.35300,0.45100,-0.45100,1.5450e+02,2.560e+01,-2.560e+01,5.00,2.460e+00,-1.540e+00,790.0,,,92.03,130.13,-52.90,7.90,1,q1_q16_tce,5031.00,106.00,-147.00,3.433,0.235,-0.304,3.8590,1.8920,-1.1890,1.4700,0.3580,-0.4680,293.641820,42.736019,11.509,12.264,9.929,9.326
12737015,K04245.01,,CANDIDATE,Done,CANDIDATE,0.9650,0,0,0,0,24.668383100,3.5080000e-04,-3.5080000e-04,136.6330000,1.240000e-02,-1.240000e-02,0.7510,0.2130,-0.5290,8.55600,0.35300,-0.35300,1.0920e+02,8.100e+00,-8.100e+00,1.76,3.000e-01,-3.700e-01,788.0,,,91.32,43.64,-39.77,15.30,1,q1_q17_dr25_tce,6059.00,109.00,-146.00,4.151,0.168,-0.112,1.5540,0.2690,-0.3280,1.2490,0.0950,-0.1430,290.480070,51.965012,13.572,13.962,12.449,12.159
9489524,K02029.03,,CANDIDATE,Done,CANDIDATE,0.9990,0,0,0,0,6.887311300,8.9430000e-05,-8.9430000e-05,132.0711000,1.090000e-02,-1.090000e-02,0.4890,0.0030,-0.4600,2.21400,0.28200,-0.28200,8.5300e+01,1.210e+01,-1.210e+01,0.72,5.000e-02,-4.000e-02,788.0,,,90.91,21.91,-15.66,8.10,3,q1_q17_dr25_tce,5208.00,103.00,-103.00,4.563,0.036,-0.052,0.7720,0.0550,-0.0410,0.7960,0.0460,-0.0460,299.896510,46.051971,12.957,13.570,11.610,11.132
