# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov 20 13:39:49 2019
#
# User preference: *
#
# CONSTRAINT:  where (k2c_disp like '%CANDIDATE%'
# CONSTRAINT:  and pl_radestr < 25
# CONSTRAINT:  and st_vjstr < 14)
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_j2:          J-band (2MASS) [mag]
# COLUMN st_k2:          Ks-band (2MASS) [mag]
#
epic_name,epic_candname,pl_name,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_trandur,pl_ratdor,pl_ratror,pl_rade,pl_eqt,st_teff,st_logg,st_rad,st_kep,st_vj,st_j2,st_k2
EPIC 219388192,EPIC 219388192.01,,CANDIDATE,,7,0,19h17m34.04s,289.391815,-16d52m17.8s,-16.871611,5.29260500,2457303.988800,,13.345959,0.09434,9.978,,5689.00,4.43,0.97,12.336,12.535,11.073,10.666
EPIC 203533312,EPIC 203533312.01,,CANDIDATE,,2,1,16h15m49.29s,243.955383,-25d49m06.5s,-25.818472,0.17566000,2456933.986490,,1.700000,0.02480,3.110,,6620.00,4.19,1.15,12.160,12.536,10.367,9.847
EPIC 205703094,EPIC 205703094.02,,CANDIDATE,,2,1,16h29m21.34s,247.338928,-15d38m48.3s,-15.646748,16.23500000,2456899.889000,0.2460000,,0.08600,11.000,,6040.00,4.32,1.20,12.514,12.543,10.790,10.361
EPIC 206169375,EPIC 206169375.01,,CANDIDATE,,3,0,22h56m03.93s,344.016388,-10d19m56.0s,-10.332234,0.36747300,2456979.535880,,2.548755,0.02580,3.555,,6060.00,4.19,1.26,12.559,12.549,11.598,11.284
EPIC 206169375,EPIC 206169375.01,,CANDIDATE,,3,0,22h56m03.93s,344.016388,-10d19m56.0s,-10.332234,0.36747226,2456979.536000,0.0287500,,0.02295,3.320,,6205.00,,1.29,12.559,12.549,11.598,11.284
EPIC 206169375,EPIC 206169375.01,,CANDIDATE,,3,0,22h56m03.93s,344.016388,-10d19m56.0s,-10.332234,0.36745300,2457004.524470,,5.200000,0.02460,2.550,,6167.00,4.16,0.95,12.559,12.549,11.598,11.284
EPIC 206169375,EPIC 206169375.01,,CANDIDATE,,3,1,22h56m03.93s,344.016388,-10d19m56.0s,-10.332234,0.36746450,2456977.332200,0.0349000,2.130000,0.03000,3.900,,,,1.18,12.559,12.549,11.598,11.284
EPIC 212204403,EPIC 212204403.01,,CANDIDATE,,16,1,08h43m30.80s,130.878342,+24d25m23.2s,24.423111,4.68862500,2458096.713100,0.0964000,,,3.800,,5220.00,4.54,0.83,12.482,12.564,10.958,10.381
EPIC 212204403,EPIC 212204403.02,,CANDIDATE,,16,1,08h43m30.80s,130.878342,+24d25m23.2s,24.423111,12.55089600,2458104.428190,0.1179000,,,2.600,,5220.00,4.54,0.83,12.482,12.564,10.958,10.381
EPIC 211743874,EPIC 211743874.01,,CANDIDATE,,5,0,08h37m33.53s,129.389694,+16d31m19.6s,16.522102,12.28234300,2457148.208730,,19.144527,0.01642,2.526,,5985.00,4.14,1.41,12.486,12.573,11.586,11.281
EPIC 211743874,EPIC 211743874.01,,CANDIDATE,,5,1,08h37m33.53s,129.389694,+16d31m19.6s,16.522102,12.28120000,2457148.214800,0.1800000,19.500000,0.01710,2.470,,,,1.32,12.486,12.573,11.586,11.281
EPIC 212159623,EPIC 212159623.01,,CANDIDATE,,5,1,08h30m37.00s,127.654152,+23d14m42.5s,23.245140,4.70751000,2457143.142300,0.1220000,10.700000,0.01390,1.520,,,,1.00,12.427,12.580,11.311,10.922
EPIC 205944181,EPIC 205944181.01,,CANDIDATE,,3,1,22h15m41.98s,333.924896,-16d33m48.7s,-16.563540,2.47557300,2456979.341160,0.0367000,16.800000,0.03080,2.980,,,,0.89,12.410,12.595,11.104,10.648
EPIC 205944181,EPIC 205944181.01,,CANDIDATE,,3,0,22h15m41.98s,333.924896,-16d33m48.7s,-16.563540,2.47564100,2456981.815170,,7.536817,0.05583,5.023,,5257.00,4.49,0.82,12.410,12.595,11.104,10.648
EPIC 205944181,EPIC 205944181.01,,CANDIDATE,,3,0,22h15m41.98s,333.924896,-16d33m48.7s,-16.563540,2.47563130,2456981.815000,0.0329167,,0.02869,2.480,,5239.00,,0.81,12.410,12.595,11.104,10.648
EPIC 204634789,EPIC 204634789.01,,CANDIDATE,,2,1,16h31m47.26s,247.946930,-21d31m24.6s,-21.523508,2.20000000,2456921.016000,,,0.08800,8.400,,4800.00,,0.87,12.292,12.609,10.824,10.361
EPIC 211645912,EPIC 211645912.01,,CANDIDATE,,5,1,08h19m59.30s,124.997086,+15d10m40.4s,15.177895,10.67410000,2457140.550400,0.1570000,18.800000,0.01780,1.860,,,,0.95,12.475,12.619,11.462,11.096
EPIC 211800191,EPIC 211800191.01,,CANDIDATE,,5,0,08h51m32.35s,132.884781,+17d19m11.4s,17.319834,1.10618200,2457142.961240,0.0000000,,0.17080,15.600,,,,0.84,12.443,12.619,11.369,10.995
EPIC 211800191,EPIC 211800191.01,,CANDIDATE,,5,1,08h51m32.35s,132.884781,+17d19m11.4s,17.319834,1.10617500,2457140.749300,,2.678202,0.08935,8.833,,5851.00,4.43,0.91,12.443,12.619,11.369,10.995
EPIC 212639319,EPIC 212639319.01,,CANDIDATE,,6,1,13h18m18.75s,199.578140,-09d41m30.7s,-9.691857,13.83851000,2457222.457100,0.0623000,65.200000,0.02860,8.260,,,,2.65,12.471,12.620,11.130,10.647
EPIC 212639319,EPIC 212639319.01,,CANDIDATE,,6,0,13h18m18.75s,199.578140,-09d41m30.7s,-9.691857,13.84372500,2457222.436520,,28.622521,0.03775,6.761,,5465.00,3.98,1.64,12.471,12.620,11.130,10.647
EPIC 212639319,EPIC 212639319.01,,CANDIDATE,,6,0,13h18m18.75s,199.578140,-09d41m30.7s,-9.691857,13.84367800,2457222.438710,0.0737000,,0.24210,21.400,,,,0.81,12.471,12.620,11.130,10.647
EPIC 205148699,EPIC 205148699.01,,CANDIDATE,,2,0,16h52m38.51s,253.160477,-19d09m41.9s,-19.161650,4.37729860,2456896.513000,0.1933333,,0.17440,16.600,,5102.00,,0.78,12.389,12.621,11.027,10.554
EPIC 212040382,EPIC 212040382.01,,CANDIDATE,,16,1,09h04m40.79s,136.169968,+20d55m53.2s,20.931454,4.44555900,2458099.348660,0.1513000,,,15.900,,6520.00,3.93,2.24,12.521,12.626,11.608,11.286
EPIC 205377483,EPIC 205377483.01,,CANDIDATE,,2,1,16h09m16.00s,242.316666,-17d56m36.8s,-17.943544,0.39385050,2456894.386610,0.0547000,1.257000,0.05800,13.700,,,,2.16,12.624,12.634,11.867,11.692
EPIC 205618538,EPIC 205618538.01,,CANDIDATE,,2,1,16h19m20.05s,244.833542,-16d20m13.9s,-16.337193,2.16769700,2456894.517670,0.2031000,3.460000,0.04472,12.140,,,,2.49,12.397,12.643,11.120,10.742
EPIC 218304292,EPIC 218304292.01,,CANDIDATE,,7,1,19h12m53.86s,288.224426,-19d02m40.2s,-19.044497,8.42177000,2457306.815900,0.0291000,84.000000,0.02730,3.130,,,,1.05,12.511,12.653,11.411,11.028
EPIC 218304292,EPIC 218304292.01,,CANDIDATE,,7,0,19h12m53.86s,288.224426,-19d02m40.2s,-19.044497,8.42165900,2457306.815820,,85.918072,0.02578,3.458,,5779.00,4.13,1.23,12.511,12.653,11.411,11.028
EPIC 205957328,EPIC 205957328.01,,CANDIDATE,,3,1,22h39m36.58s,339.902435,-16d07m47.2s,-16.129774,14.35330000,2456981.585800,0.1360000,30.000000,0.02340,2.180,,,,0.85,12.464,12.654,11.149,10.641
EPIC 205957328,EPIC 205957328.01,,CANDIDATE,,3,0,22h39m36.58s,339.902435,-16d07m47.2s,-16.129774,14.35334700,2456981.588000,0.1354167,,0.02383,2.190,,5162.00,,0.79,12.464,12.654,11.149,10.641
EPIC 205957328,EPIC 205957328.01,,CANDIDATE,,3,0,22h39m36.58s,339.902435,-16d07m47.2s,-16.129774,14.35343800,2456981.585510,,30.729420,0.02391,2.160,,5317.00,4.59,0.83,12.464,12.654,11.149,10.641
EPIC 211516501,EPIC 211516501.01,,CANDIDATE,,5,1,09h03m35.85s,135.899368,+13d22m17.3s,13.371478,3.84981000,2457141.931400,0.1400000,7.600000,0.01204,1.860,,,,1.42,12.521,12.655,11.519,11.168
EPIC 202675839,EPIC 202675839.01,,CANDIDATE,,2,1,16h15m22.10s,243.842102,-28d46m48.6s,-28.780161,15.46667400,2456898.848500,,13.540111,0.12002,16.121,,5807.00,4.25,1.23,12.362,12.661,10.929,10.490
EPIC 202675839,EPIC 202675839.01,,CANDIDATE,,2,0,16h15m22.10s,243.842102,-28d46m48.6s,-28.780161,15.47150000,2456898.834700,0.1512000,,0.04400,9.200,,5791.00,4.00,1.89,12.362,12.661,10.929,10.490
EPIC 202675839,EPIC 202675839.01,,CANDIDATE,,2,0,16h15m22.10s,243.842102,-28d46m48.6s,-28.780161,15.46569100,2456898.850000,0.1283333,,0.04849,4.130,,4989.00,,0.76,12.362,12.661,10.929,10.490
EPIC 218668602,EPIC 218668602.01,,CANDIDATE,,7,1,18h48m02.09s,282.008728,-18d22m45.5s,-18.379305,1.86602500,2457302.091100,0.0818000,6.570000,0.01830,1.750,,,,0.88,12.411,12.676,10.994,10.456
EPIC 218668602,EPIC 218668602.01,,CANDIDATE,,7,0,18h48m02.09s,282.008728,-18d22m45.5s,-18.379305,1.86597900,2457302.091250,,6.279847,0.02065,1.859,,5231.00,4.68,0.83,12.411,12.676,10.994,10.456
EPIC 211978988,EPIC 211978988.01,,CANDIDATE,,5,0,08h41m59.34s,130.497253,+19d54m59.8s,19.916607,36.55625100,2457152.705360,,39.741458,0.02628,2.968,,5759.00,4.31,1.04,12.588,12.680,11.516,11.170
EPIC 211978988,EPIC 211978988.01,,CANDIDATE,,5,1,08h41m59.34s,130.497253,+19d54m59.8s,19.916607,36.55630000,2457152.706300,0.2670000,39.900000,0.02650,3.180,,,,1.10,12.588,12.680,11.516,11.170
EPIC 206262341,EPIC 206262341.01,,CANDIDATE,,3,1,22h32m12.39s,338.051605,-08d48m12.1s,-8.803374,36.93210000,2456991.557000,0.2543000,45.000000,0.02864,2.980,,,,0.95,12.539,12.684,11.514,11.136
EPIC 228734889,EPIC 228734889.01,,CANDIDATE,,10,1,12h33m15.09s,188.312866,-09d37m30.7s,-9.625208,48.24955200,2457633.077020,,67.961200,0.17257,17.999,,5792.00,4.52,0.96,12.590,12.685,11.474,11.075
EPIC 220679255,EPIC 220679255.02,,CANDIDATE,,8,1,00h54m17.37s,13.572393,+10d54m33.6s,10.909328,17.78804000,2457399.126600,0.0700000,69.000000,0.02210,2.780,,,,1.15,11.975,12.689,10.900,10.581
EPIC 220679255,EPIC 220679255.01,,CANDIDATE,,8,1,00h54m17.37s,13.572393,+10d54m33.6s,10.909328,8.13440000,2457392.850800,0.0800000,28.800000,0.01880,2.360,,,,1.15,11.975,12.689,10.900,10.581
EPIC 220679255,EPIC 220679255.01,,CANDIDATE,,8,0,00h54m17.37s,13.572393,+10d54m33.6s,10.909328,8.13321800,2457400.985930,,26.176545,0.01740,2.051,,5966.00,4.33,1.08,11.975,12.689,10.900,10.581
EPIC 220562610,EPIC 220562610.01,,CANDIDATE,,8,1,01h14m06.97s,18.529058,+08d11m15.7s,8.187693,,2457396.686500,0.4850000,,0.04900,6.710,,,,1.26,12.513,12.699,11.370,11.041
EPIC 212555594,EPIC 212555594.02,,CANDIDATE,,6,1,13h46m19.75s,206.582275,-11d33m22.5s,-11.556253,4.16276400,2457220.444130,0.0646000,,0.01680,1.500,,,,0.83,12.482,12.704,11.121,10.657
EPIC 203070421,EPIC 203070421.01,,CANDIDATE,,2,1,16h41m48.75s,250.453125,-27d21m39.7s,-27.361034,1.73594470,2456895.707000,0.1175000,,0.02551,1.890,,5354.00,,0.84,12.544,12.714,11.195,10.862
EPIC 211763214,EPIC 211763214.01,,CANDIDATE,,5,0,08h55m21.14s,133.838074,+16d47m39.0s,16.794180,21.19178800,2457146.592980,,29.584661,0.01544,1.317,,5277.00,4.54,0.78,12.529,12.727,11.291,10.796
EPIC 211763214,EPIC 211763214.01,,CANDIDATE,,5,1,08h55m21.14s,133.838074,+16d47m39.0s,16.794180,21.19760000,2457146.579000,0.2100000,27.300000,0.01580,1.330,,,,0.77,12.529,12.727,11.291,10.796
EPIC 220482322,EPIC 220482322.01,,CANDIDATE,,8,1,01h03m31.53s,15.881354,+06d22m07.6s,6.368787,57.84150000,2457393.069900,0.3400000,50.300000,0.03760,6.130,,,,1.50,12.583,12.728,11.538,11.175
EPIC 212645891,EPIC 212645891.01,,CANDIDATE,,6,0,14h01m05.53s,210.273026,-09d32m24.4s,-9.540112,0.32815200,2457218.041500,,1.441255,0.13697,14.792,,5759.00,4.46,0.99,12.641,12.735,11.458,11.053
EPIC 212645891,EPIC 212645891.01,,CANDIDATE,,6,1,14h01m05.53s,210.273026,-09d32m24.4s,-9.540112,0.32815384,2457217.713120,0.0502000,1.481000,0.13400,17.100,,,,1.17,12.641,12.735,11.458,11.053
EPIC 201270176,EPIC 201270176.01,,CANDIDATE,,1,0,11h20m31.82s,170.132599,-02d54m09.3s,-2.902582,1.57786430,2456810.434000,0.1258333,,0.11500,7.550,,4811.00,,0.73,12.452,12.751,10.898,10.401
EPIC 220204960,EPIC 220204960.01,,CANDIDATE,,8,1,00h48m32.65s,12.136040,+00d10m18.6s,0.171821,13.26931000,2457401.862800,0.1547000,15.850000,0.19400,23.800,,,,1.13,12.665,12.760,11.749,11.443
EPIC 206047055,EPIC 206047055.01,,CANDIDATE,,3,1,22h36m08.34s,339.034760,-13d30m02.2s,-13.500613,4.10290000,2456978.078000,0.2120000,5.360000,0.01060,2.280,,,,1.98,12.511,12.762,11.274,10.804
EPIC 228809391,EPIC 228809391.01,,CANDIDATE,,10,1,12h16m17.24s,184.071854,-06d23m08.2s,-6.385604,19.57833000,2457596.804000,0.1083000,52.500000,0.02720,2.770,644,,,,12.595,12.767,11.472,11.106
EPIC 228809391,EPIC 228809391.01,,CANDIDATE,,10,0,12h16m17.24s,184.071854,-06d23m08.2s,-6.385604,19.57572000,2457596.803700,,46.986129,0.02874,2.843,,5611.00,4.55,0.91,12.595,12.767,11.472,11.106
EPIC 204914585,EPIC 204914585.01,,CANDIDATE,,2,0,16h08m13.91s,242.057953,-20d17m18.2s,-20.288393,18.35777300,2456895.192000,0.2137500,,0.01924,1.740,,4937.00,,0.75,12.492,12.768,11.018,10.546
EPIC 204914585,EPIC 204914585.01,,CANDIDATE,,2,1,16h08m13.91s,242.057953,-20d17m18.2s,-20.288393,18.36470000,2456895.167100,0.2440000,21.300000,0.01960,2.610,,,,1.22,12.492,12.768,11.018,10.546
EPIC 205503762,EPIC 205503762.01,,CANDIDATE,,2,1,16h13m24.27s,243.351105,-17d09m18.4s,-17.155111,6.43490000,2456899.809700,0.1810000,9.900000,0.01520,2.470,,,,1.49,12.489,12.783,11.104,10.653
EPIC 228784812,EPIC 228784812.01,,CANDIDATE,,10,1,12h21m42.83s,185.428452,-07d24m39.7s,-7.411041,4.18787000,2457584.032700,0.0917000,12.500000,0.01240,1.360,1142,,,,12.613,12.786,11.550,11.056
EPIC 210664763,EPIC 210664763.01,,CANDIDATE,,4,1,03h30m04.71s,52.519611,+17d52m16.9s,17.871359,3.72007000,2457064.251200,0.0510000,20.000000,0.01450,1.550,,,,0.99,12.699,12.800,11.498,11.141
EPIC 206208956,EPIC 206208956.01,,CANDIDATE,,3,1,22h49m29.77s,342.374054,-09d36m54.9s,-9.615244,5.01038000,2456979.466300,0.0349000,40.700000,0.02570,4.280,,,,1.53,12.615,12.804,11.539,11.137
EPIC 211897272,EPIC 211897272.01,,CANDIDATE,,5,1,08h27m35.97s,126.899879,+18d41m12.6s,18.686844,11.23620000,2457143.569200,0.0490000,64.000000,0.02160,2.250,,,,0.95,12.566,12.812,11.275,10.756
EPIC 212585579,EPIC 212585579.01,,CANDIDATE,,6,1,13h39m15.78s,204.815765,-10d54m25.1s,-10.906977,3.02194400,2457218.539080,0.0846000,4.620000,0.09200,10.800,,,,1.08,12.629,12.813,11.655,11.288
EPIC 201650711,EPIC 201650711.01,,CANDIDATE,,1,0,11h28m10.57s,172.044052,+02d49m36.8s,2.826891,0.25967056,2456810.441000,0.0208333,,0.01095,0.742,,3982.00,,0.59,12.254,12.814,10.188,9.309
EPIC 201650711,EPIC 201650711.02,,CANDIDATE,,1,1,11h28m10.57s,172.044052,+02d49m36.8s,2.826891,5.54583000,2456814.894300,0.0870000,17.400000,0.01190,0.441,,,,0.34,12.254,12.814,10.188,9.309
EPIC 201650711,EPIC 201650711.01,,CANDIDATE,,1,1,11h28m10.57s,172.044052,+02d49m36.8s,2.826891,0.25966900,2456885.225820,,3.100000,0.01020,0.770,,4340.00,4.25,0.69,12.254,12.814,10.188,9.309
EPIC 216357880,EPIC 216357880.01,,CANDIDATE,,7,1,19h08m30.65s,287.127716,-22d29m31.6s,-22.492107,11.86386000,2457313.129600,0.1570000,20.700000,0.02390,2.210,,,,0.85,12.692,12.830,11.126,10.640
EPIC 205938820,EPIC 205938820.01,,CANDIDATE,,3,1,22h31m57.49s,337.989532,-16d44m43.2s,-16.745346,4.20773000,2456979.253900,0.0930000,12.600000,0.01610,1.470,,,,0.83,12.701,12.832,11.595,11.218
EPIC 210958990,EPIC 210958990.01,,CANDIDATE,,4,1,04h11m00.96s,62.754017,+22d19m31.2s,22.325340,1.70230100,2457065.782900,0.1057900,,0.13690,19.100,,6116.00,4.24,1.28,12.613,12.832,11.143,10.709
EPIC 228952747,EPIC 228952747.01,,CANDIDATE,,10,1,12h28m47.49s,187.197876,-02d20m32.0s,-2.342222,1.05578500,2457583.096090,,35.802301,0.02350,1.520,,4315.00,4.73,0.59,12.224,12.851,10.271,9.490
EPIC 211812935,EPIC 211812935.01,,CANDIDATE,,16,1,08h52m35.49s,133.147873,+17d29m59.4s,17.499830,3.60798100,2458097.878900,0.1141000,,,18.300,,6490.00,3.93,2.25,12.640,12.854,,
EPIC 215854715,EPIC 215854715.01,,CANDIDATE,,7,1,19h32m48.39s,293.201630,-23d24m54.1s,-23.415018,11.12366000,2457310.077200,0.1490000,21.300000,0.01980,1.800,,,,0.83,12.611,12.876,11.247,10.745
EPIC 215854715,EPIC 215854715.01,,CANDIDATE,,7,0,19h32m48.39s,293.201630,-23d24m54.1s,-23.415018,11.12365400,2457310.081150,,21.116696,0.01918,1.717,,5310.00,4.63,0.82,12.611,12.876,11.247,10.745
EPIC 220555384,EPIC 220555384.01,,CANDIDATE,,8,1,00h55m14.89s,13.812051,+08d01m22.1s,8.022816,4.28446000,2457393.487800,0.0498000,24.800000,0.01940,1.980,,,,0.93,12.395,12.880,10.494,9.700
EPIC 220555384,EPIC 220555384.01,,CANDIDATE,,8,0,00h55m14.89s,13.812051,+08d01m22.1s,8.022816,4.28452300,2457397.771250,,26.090212,0.01921,1.303,,4360.00,4.69,0.62,12.395,12.880,10.494,9.700
EPIC 220555384,EPIC 220555384.01,,CANDIDATE,,8,0,00h55m14.89s,13.812051,+08d01m22.1s,8.022816,4.28475000,2457393.485050,0.0487000,,0.02010,1.200,,,,0.55,12.395,12.880,10.494,9.700
EPIC 202971774,EPIC 202971774.01,,CANDIDATE,,2,1,16h21m30.47s,245.376953,-27d42m21.8s,-27.706049,0.23586840,2456894.530270,0.0309000,1.690000,0.03130,6.100,,,,1.79,12.505,12.912,10.697,10.046
EPIC 211201576,EPIC 211201576.01,,CANDIDATE,,4,1,03h59m29.79s,59.874126,+26d29m14.4s,26.487341,5.88165000,2457063.405300,0.1470000,11.300000,0.01730,2.580,,,,1.37,12.785,12.960,11.578,11.205
EPIC 205969319,EPIC 205969319.01,,CANDIDATE,,3,1,22h25m23.30s,336.347076,-15d45m03.0s,-15.750827,6.47560000,2456978.216100,0.1450000,12.400000,0.01270,1.850,,,,1.34,12.738,12.962,11.746,11.421
EPIC 201352100,EPIC 201352100.01,,CANDIDATE,,10,1,12h16m08.47s,184.035294,-01d40m25.3s,-1.673686,13.38382000,2457594.789500,0.0917000,33.900000,0.03260,2.700,608,,,,12.798,12.963,11.278,10.708
EPIC 201352100,EPIC 201352100.01,,CANDIDATE,,10,0,12h16m08.47s,184.035294,-01d40m25.3s,-1.673686,13.38362900,2457594.792040,,34.933150,0.03231,2.873,,5216.00,4.70,0.82,12.798,12.963,11.278,10.708
EPIC 212329106,EPIC 212329106.01,,CANDIDATE,,6,1,13h43m34.60s,205.894180,-16d41m26.4s,-16.690662,21.07910000,2457231.703900,0.1470000,40.100000,0.01820,2.710,,,,1.36,12.801,12.966,11.686,11.309
EPIC 220410754,EPIC 220410754.01,,CANDIDATE,,8,0,01h01m44.57s,15.435728,+04d55m31.9s,4.925522,19.49664900,2457403.250550,,25.272812,0.01759,2.216,,5758.00,4.22,1.16,12.843,12.969,11.826,11.440
EPIC 220410754,EPIC 220410754.01,,CANDIDATE,,8,1,01h01m44.57s,15.435728,+04d55m31.9s,4.925522,19.49890000,2457403.252900,0.1920000,27.300000,0.01960,2.320,,,,1.08,12.843,12.969,11.826,11.440
EPIC 206159027,EPIC 206159027.02,,CANDIDATE,,3,1,22h16m04.75s,334.019775,-10d34m02.3s,-10.567318,20.67140000,2456994.768200,0.1030000,56.000000,0.02050,1.470,,,,0.66,12.597,12.977,11.139,10.530
EPIC 217977895,EPIC 217977895.01,,CANDIDATE,,7,1,19h09m39.02s,287.412567,-19d37m37.0s,-19.626938,21.70000000,2457314.364700,0.1710000,35.700000,0.02680,2.380,,,,0.81,12.745,12.979,11.481,11.046
EPIC 217977895,EPIC 217977895.01,,CANDIDATE,,7,0,19h09m39.02s,287.412567,-19d37m37.0s,-19.626938,21.69761900,2457314.370230,,25.704849,0.02881,2.771,,5570.00,4.61,0.88,12.745,12.979,11.481,11.046
EPIC 210609658,EPIC 210609658.01,,CANDIDATE,,4,1,03h42m52.04s,55.716835,+17d06m05.4s,17.101500,14.14523900,2457074.405560,,8.065367,0.06327,14.864,,5016.00,3.81,2.15,12.587,12.988,10.747,10.079
EPIC 210609658,EPIC 210609658.01,,CANDIDATE,,4,0,03h42m52.04s,55.716835,+17d06m05.4s,17.101500,14.14459000,2457074.413900,0.6262000,,0.05710,16.600,,5011.00,3.66,2.69,12.587,12.988,10.747,10.079
EPIC 211442571,EPIC 211442571.01,,CANDIDATE,,5,1,08h25m22.22s,126.342590,+12d17m09.6s,12.286003,5.19287000,2457143.058400,0.1030000,13.800000,0.01434,1.290,,,,0.83,12.815,12.990,11.745,11.316
EPIC 211442571,EPIC 211442571.02,,CANDIDATE,,5,1,08h25m22.22s,126.342590,+12d17m09.6s,12.286003,3.39934000,2457140.160900,0.0910000,10.300000,0.01200,1.080,,,,0.83,12.815,12.990,11.745,11.316
EPIC 212679181,EPIC 212679181.01,,CANDIDATE,,6,0,13h26m56.92s,201.737183,-08d45m46.8s,-8.763013,1.05459000,2457256.570000,,7.990000,0.02700,1.290,,,,,12.011,12.992,9.448,8.588
EPIC 212679181,EPIC 212679181.01,,CANDIDATE,,6,0,13h26m56.92s,201.737183,-08d45m46.8s,-8.763013,1.05461200,2457221.767920,0.0204000,,0.02490,1.000,,,,0.36,12.011,12.992,9.448,8.588
EPIC 212679181,EPIC 212679181.01,,CANDIDATE,,6,1,13h26m56.92s,201.737183,-08d45m46.8s,-8.763013,1.05460400,2457217.549670,0.0192000,14.500000,0.02520,0.824,,,,0.30,12.011,12.992,9.448,8.588
EPIC 228758948,EPIC 228758948.01,,CANDIDATE,,10,1,12h48m23.87s,192.099457,-08d31m39.5s,-8.527625,12.20239000,2457586.829100,0.1667000,22.200000,0.03700,4.150,812,,,,12.866,12.997,11.836,11.470
EPIC 220639177,EPIC 220639177.01,,CANDIDATE,,8,1,00h50m48.45s,12.701860,+09d55m03.0s,9.917508,7.14238000,2457396.861200,0.0480000,41.200000,0.02360,1.750,,,,0.68,12.771,13.006,11.344,10.777
EPIC 217192839,EPIC 217192839.02,,CANDIDATE,Candidate identifier changed to match previous publication.,7,1,19h12m06.46s,288.026917,-21d00m27.5s,-21.007643,7.93880000,2457304.845400,0.0610000,34.700000,0.01390,0.940,,,,0.62,12.601,13.010,10.970,10.302
EPIC 217192839,EPIC 217192839.01,,CANDIDATE,Candidate identifier changed to match previous publication.,7,1,19h12m06.46s,288.026917,-21d00m27.5s,-21.007643,16.03430000,2457304.292200,0.1310000,31.000000,0.03060,2.050,,,,0.62,12.601,13.010,10.970,10.302
EPIC 217192839,EPIC 217192839.03,,CANDIDATE,Candidate identifier changed to match previous publication.,7,1,19h12m06.46s,288.026917,-21d00m27.5s,-21.007643,26.80540000,2457307.913200,0.1220000,63.200000,0.02210,1.480,,,,0.62,12.601,13.010,10.970,10.302
EPIC 217192839,EPIC 217192839.01,,CANDIDATE,,7,0,19h12m06.46s,288.026917,-21d00m27.5s,-21.007643,16.03847400,2457320.325000,0.1279000,,0.02600,2.000,,,,0.70,12.601,13.010,10.970,10.302
EPIC 217192839,EPIC 217192839.03,,CANDIDATE,,7,0,19h12m06.46s,288.026917,-21d00m27.5s,-21.007643,26.80499800,2457307.912250,,55.979016,0.02175,1.532,,4661.00,4.66,0.65,12.601,13.010,10.970,10.302
EPIC 217192839,EPIC 217192839.02,,CANDIDATE,,7,0,19h12m06.46s,288.026917,-21d00m27.5s,-21.007643,16.03505400,2457304.291220,,31.039056,0.02923,2.058,,4661.00,4.66,0.65,12.601,13.010,10.970,10.302
EPIC 217192839,EPIC 217192839.01,,CANDIDATE,,7,0,19h12m06.46s,288.026917,-21d00m27.5s,-21.007643,7.93925600,2457304.844840,,28.901352,0.01538,1.083,,4661.00,4.66,0.65,12.601,13.010,10.970,10.302
EPIC 220397060,EPIC 220397060.01,,CANDIDATE,,8,0,00h34m47.32s,8.697182,+04d39m27.9s,4.657757,12.09221600,2457403.233610,0.3546000,,0.05100,4.700,,,,0.84,12.835,13.033,11.559,11.027
EPIC 220397060,EPIC 220397060.01,,CANDIDATE,,8,0,00h34m47.32s,8.697182,+04d39m27.9s,4.657757,12.09219900,2457403.232870,,10.220757,0.05407,5.844,,5333.00,4.20,0.99,12.835,13.033,11.559,11.027
EPIC 220397060,EPIC 220397060.01,,CANDIDATE,,8,1,00h34m47.32s,8.697182,+04d39m27.9s,4.657757,12.09259000,2457403.231300,0.3630000,10.610000,0.05480,14.700,,,,2.46,12.835,13.033,11.559,11.027
